会社,証券コード,時価総額,売上高 (通期),営業利益 (通期),売上成長率（％） (通期),営業利益率 (%) (通期)
"フジ・メディア・ホールディングス","4676","395905802250","566443000000","33519000000","5.750493334154783","5.917453300685152"
"タカラトミー","7867","391504830300","208326000000","18818000000","11.227622439227545","9.032957960120196"
"NOK","7240","391379662888.5","750502000000","22912000000","5.71105815008255","3.0528899323386214"
"久光製薬","4530","391332692525","141706000000","13167000000","10.42","9.29177310770186"
"デクセリアルズ","4980","390458979900","105198000000","33421000000","-0.9127129899121229","31.7696153919276"
"カルビー","2229","389668753100","303027000000","27304000000","8.489339992481604","9.010418213558529"
"東映","9605","388422306700","171345000000","29342000000","-1.728053774418143","17.124514867664654"
"オルガノ","6368","386639898000","150356000000","22544000000","13.539637231359407","14.993748171007477"
"堀場製作所","6856","386622715680","290558000000","47296000000","7.561090277752072","16.277645082909437"
"ゴールドウイン","8111","386512809112","126907000000","23847000000","10.304036435698634","18.79092563845966"
"山口フィナンシャルグループ","8418","382436446464","184753000000","","17.434720703770566",""
"住友重機械工業","6302","379532125328","1081533000000","74367000000","14.571722464164978","6.8760731295300275"
"ダイセル","4202","378620868899","558056000000","62393000000","3.722868411563752","11.180419169402354"
"ジェイテクト","6473","378129867160.5","1891504000000","62196000000","12.713911662036551","3.2881770273813853"
"ヤオコー","8279","376043129088","619587000000","29328000000","14.352077427356491","4.733475686223242"
"上組","9364","374784942928","266785000000","30592000000","-2.682580734590843","11.466911557996138"
"ニフコ","7988","373056494213","371639000000","43925000000","15.497978375925726","11.819265469985659"
"トヨタ紡織","3116","371108996895","1953625000000","78636000000","21.79433628671677","4.025132766011901"
"SHIFT","3697","368972590820","110627000000","10537000000","25.65","9.524799551646524"
"九電工","1959","368143472395","469057000000","38016000000","18.513680476422678","8.10477191471399"
"全国保証","7164","367706486810","51638000000","39102000000","2.717218332272438","75.72330454316588"
"TOYO TIRE","5105","366861304534.5","552825000000","76899000000","11.184743761727873","13.910188576855242"
"スズケン","9987","365537580144","2386493000000","34875000000","3.0959103656945643","1.4613493523760597"
"セブン銀行","8410","364170310400","197877000000","","27.675760078459717",""
"日本光電工業","6849","362276403880","221986000000","19591000000","7.445680846841512","8.825331327200814"
"電通総研","4812","361762764000","142608000000","21028000000","10.502580315216889","14.74531583080893"
"ネットワンシステムズ","7518","359863284700","205127000000","19533000000","-2.171404044257912","9.522393444061484"
"ひろぎんホールディングス","7337","357664704545","186071000000","","16.124542856072992",""
"京浜急行電鉄","9006","355731105630","280624000000","28040000000","10.916385051678816","9.992017788927534"
"京阪ホールディングス","9045","354488225796","302147000000","33904000000","16.17910562540854","11.221028175027389"
"エクシオグループ","1951","354403606242","614095000000","34121000000","-2.152939658098134","5.55630643467216"
"FOOD & LIFE COMPANIES","3563","352618180992","361129000000","23384000000","19.68","6.475248456922595"
"住友ベークライト","4203","351779850912","287267000000","27200000000","0.817016975563206","9.4685432019689"
"九州フィナンシャルグループ","7180","351099978530.60004","222551000000","","3.8172675026123386",""
"ラウンドワン","4680","350787035814","159181000000","24195000000","12.059049214718655","15.199678353572349"
"ニチアス","5393","347264826957","249391000000","35208000000","4.73508710040484","14.117590450337019"
"ツムラ","4540","346256970982","150845000000","20017000000","7.713345186835468","13.26991282442242"
"日野自動車","7205","345323090850","1516255000000","-8103000000","0.591706162395127","-0.5344087900781861"
"アルプスアルパイン","6770","342517624900","964090000000","19711000000","3.3196372576126834","2.04451866526984"
"長瀬産業","8012","340813897792.5","900149000000","30618000000","-1.3963255398205376","3.4014368732287656"
"日揮ホールディングス","1963","337975069247.5","832595000000","-18995000000","37.190429896686396","-2.281421339306626"
"七十七銀行","8341","337055315162","150552000000","","23.349692346767384",""
"芙蓉総合リース","8424","336951886250","708538000000","60046000000","2.8872221939868297","8.47463368231485"
"寿スピリッツ","2222","336579238800","64035000000","15780000000","27.67","24.642773483251347"
"DMG森精機","6141","333524658705","548529000000","54150000000","13.48108886433883","9.871857276461228"
"デサント","8114","333466302960","126989000000","8740000000","5.285456083041765","6.882485884604178"
"豊田合成","7282","332817695376","1071107000000","67703000000","12.525778015436856","6.320843762574607"
"リゾートトラスト","4681","330879916151","201803000000","21119000000","18.82647353235589","10.46515661313261"
"山九","9065","330713972190","563547000000","35216000000","-2.7068881576448547","6.248990767407156"
"パーク24","4666","329610207063","370913000000","38697000000","12.356000642184867","10.432904751248945"
"日本精工","6471","329550000000","788867000000","27391000000","-15.907826261222183","3.4721949327326405"
"日本電気硝子","5214","329421944260","279974000000","-10420000000","-13.757030994905023","-3.721774164743869"
"東邦ホールディングス","8129","329113358652","1476712000000","19331000000","6.34806436861075","1.3090568777121063"
"中国電力","9504","328191032408.4","1628785000000","206777000000","-3.883920826247106","12.695168484483832"
"日本ゼオン","4205","328089771252","382279000000","20500000000","-1.6301522847864476","5.36257550113922"
"名古屋鉄道","9048","326719849412","601121000000","34750000000","8.996670921697756","5.780866081870372"
"ワコールホールディングス","3591","326228000000","187208000000","-9503000000","-0.7338593365572166","-5.076171958463314"
"ナブテスコ","6268","325722958359.5","333631000000","17376000000","8.079276687690935","5.208149122833309"
"DIC","4631","324485042640","1038736000000","17943000000","-1.4669877945477197","1.727387902219621"
"トリドールホールディングス","3397","323956218600","231952000000","11647000000","23.16907391673746","5.02129750982962"
"クスリのアオキホールディングス","3549","320758119360","436875000000","18569000000","15.31","4.250414878397711"
"U-NEXT HOLDINGS","9418","319625090076","326754000000","29110000000","18.24","8.908842737961892"
"ポーラ・オルビスホールディングス","4927","319072097230","173304000000","16080000000","4.207279308748269","9.278493283478742"
"三菱マテリアル","5711","317810206095","1540642000000","23276000000","-5.245665104281656","1.5107987449387983"
"コクヨ","7984","315585005179.5","328753000000","23830000000","9.246034778967797","7.248603054572886"
"ディー・エヌ・エー","2432","314952287782.5","136733000000","-28270000000","1.3482663029782032","-20.675330754097402"
"石油資源開発","1662","313854439280","325863000000","55247000000","-3.1587675189900466","16.95405737994188"
"マクニカホールディングス","3132","313476374682","1028718000000","63733000000","-0.052950509247878585","6.195381047089678"
"東京精密","7729","313428975235","134680000000","25307000000","-8.25675574417069","18.79046629046629"
"インフロニア・ホールディングス","5076","312498792288","793264000000","51060000000","11.783845634623717","6.436696988644385"
"コニカミノルタ","4902","310797359567.1","1159999000000","26091000000","2.6187259874185713","2.2492260769190318"
"ラクス","3923","310241792000","38408000000","5559000000","40.18029855104203","14.47354717767132"
"江崎グリコ","2206","310162617570","332590000000","18622000000","9.433043455371632","5.599085961694579"
"テクノプロ・ホールディングス","6028","305102000000","219218000000","21918000000","9.690719586091646","9.998266565701721"
"トプコン","7732","304547983383","216497000000","11204000000","0.40440579710146096","5.175129447521213"
"アマノ","6436","304484896788","152864000000","19567000000","15.099766583841586","12.80026690391459"
"アルバック","6728","303983222142","261115000000","29771000000","14.761699658943073","11.401489765046053"
"富士通ゼネラル","6755","302514416124","316476000000","5747000000","-14.7","1.8159354895789885"
"カシオ計算機","6952","300572777473","268828000000","14208000000","1.8940154871868913","5.285163747823887"
"ローツェ","6323","300497400000","93247000000","24138000000","-1.34","25.88608748806932"
"ビックカメラ","3048","299999281728","922572000000","24388000000","13.12","2.6434793165194694"
"西日本フィナンシャルホールディングス","7189","298914535140","185595000000","","15.672990626246516",""
"パルグループホールディングス","2726","297991680000","192544000000","18605000000","17.06","9.66272644174838"
"ちゅうぎんフィナンシャルグループ","5832","297389666479.5","184661000000","","0.5855566328587116",""
"ADEKA","4401","292626160440","399770000000","35428000000","-0.8858465375623155","8.862095705030393"
"北越コーポレーション","3865","292610645384","297056000000","15267000000","-1.3771397458201164","5.139434988689001"
"日本触媒","4114","291486000000","392009000000","16562000000","-6.568422758646989","4.2249029996760274"
"日本電子","6951","289614336000","174336000000","27531000000","7.159058080140639","15.791919052863438"
"牧野フライス製作所","6135","288768555600","225360000000","16372000000","-1.1513915389170393","7.264820731274406"
"戸田建設","1860","288261581546.39996","522434000000","17908000000","-4.52","3.427801406493452"
"太陽誘電","6976","286675985921.5","322647000000","9079000000","0.9837122539937013","2.8139111784705886"
"みずほリース","8425","284927630400","656127000000","39511000000","23.867660940154806","6.021852476730877"
"マブチモーター","6592","283306177692","178663000000","15544000000","14.01158857988844","8.700178548440359"
"Sansan","4443","282714150516","33878000000","1337000000","32.8","3.9465139618631557"
"不二製油グループ本社","2607","281973413260","564087000000","18213000000","1.1978615381855349","3.2287572661663893"
"ダイワボウホールディングス","3107","280638189750","967760000000","30963000000","7.0628087946030575","3.199450276928164"
"リログループ","8876","279790121700","132580000000","27611000000","7.18039095215768","20.825916427817166"
"丸一鋼管","5463","279132000000","271310000000","34811000000","-0.7702548497527602","12.830710257638863"
"JVCケンウッド","6632","278964341901","359459000000","18226000000","6.692885340298588","5.070397458402766"
"DOWAホールディングス","5714","278641480970","717194000000","30003000000","-8.059123657154572","4.183386921809162"
"西松建設","1820","278402242016","401633000000","18827000000","18.21183963832975","4.687612820659657"
"ショーボンドホールディングス","1414","277654165740","85419000000","19666000000","1.7813736237548312","23.022980835645466"
"GMOインターネットグループ","9449","277253861422.5","258643000000","42471000000","5.269520057306593","16.420703440649852"
"ハウス食品グループ本社","2810","277114580310","299600000000","19470000000","8.921689813131678","6.498664886515354"
"大栄環境","9336","276103975600","73035000000","19714000000","7.947323302491952","26.992537824330796"
"あおぞら銀行","8304","275555199231","246299000000","","34.375204591580655",""
"ガンホー・オンライン・エンターテイメント","3765","275379670896","125315000000","27880000000","18.776361309890532","22.247935203287714"
"エイチ・ツー・オー リテイリング","8242","275130067710","657400000000","26188000000","4.6666953250256","3.9835716458777"
"ペプチドリーム","4587","274711975200","28712194000","6773047000","6.925868534058182","23.58944426190489"
"メルカリ","4385","274701498927","187407000000","17486000000","8.917030872233596","9.33049459198429"
"南海電気鉄道","9044","273073089968","241594000000","30820000000","9.180224150397677","12.756939327963442"
"NSD","9759","271416000000","101263000000","15180000000","29.85400564272419","14.990667864866733"
"クリエイト・レストランツ・ホールディングス","3387","270486954964","145759000000","7075000000","23.27","4.853902674963467"
"宝ホールディングス","2531","270038046867","339372000000","22242000000","-3.2204525686909165","6.5538700894593545"
"カゴメ","2811","267152818464","224730000000","17472000000","9.294906087988394","7.77466292884795"
"PALTAC","8283","266606869575","1151966000000","27172000000","4.3303820488483495","2.358750171446032"
"スルガ銀行","8358","265799438960","91447000000","","-1.0345984437734757",""
"ケーズホールディングス","8282","265715000000","718369000000","18724000000","-2.5702544349807397","2.6064599112712266"
"ニッスイ","1332","265690707560.8","831375000000","29663000000","8.226446631718304","3.5679446699744397"
"三井金属鉱業","5706","265504886424","646697000000","31694000000","-0.8080188353669371","4.900904132847376"
"第四北越フィナンシャルグループ","7327","265182869016","182058000000","","22.384527994944833",""
"サワイグループホールディングス","4887","264725479246.5","176862000000","18620000000","-11.720840154933512","10.527982268661443"
"イオンフィナンシャルサービス","8570","261804275136","485608000000","50088000000","7.49","10.31449234773727"
"JMDC","4483","261337632000","32381000000","7006000000","16.440720630011867","21.63614465272845"
"日本新薬","4516","260422251188","148255000000","33295000000","2.8298942257672905","22.45792721999258"
"スカパーJSATホールディングス","9412","259488384856","121872000000","26545000000","0.6050900205549112","21.78104896941053"
"ニッコンホールディングス","9072","258018759360","222324000000","21235000000","4.834701585789674","9.551375470034724"
"大同特殊鋼","5471","255804627487.5","581287000000","42113000000","0.47064801819678337","7.244786138344741"
"森永乳業","2264","255790500966","547059000000","27839000000","4.082168480773518","5.088847820801778"
"帝人","3401","255162328323","1032773000000","13542000000","1.3763912869778778","1.31122715253013"
"サイゼリヤ","7581","254043582120","224542000000","14863000000","22.54","6.619251632211346"
"ジーエス・ユアサ コーポレーション","6674","252622801630","562897000000","41595000000","8.72299535476644","7.389451356109554"
"ジャパンエレベーターサービスホールディングス","6544","252238310400","42216000000","6821000000","20.938486782680442","16.157381087739246"
"竹内製作所","6432","251364870000","212627000000","35296000000","18.81","16.599961434813075"
"日本航空電子工業","6807","251155396368","225781000000","14423000000","-4.274921140996497","6.388048595763152"
"四国電力","9507","249967719309","787403000000","78526000000","-5.496859708858466","9.972783949261052"
"ニプロ","8086","249559271684.5","586785000000","22335000000","7.627673565065237","3.8063345177535215"
"太陽ホールディングス","4626","246281836775","104775000000","18203000000","7.64038710472785","17.37341923168695"
"ほくほくフィナンシャルグループ","8377","245852166254","190104000000","","1.182118658952632",""
"日本瓦斯","8174","245106491799","194364000000","17442000000","-6.506325460580115","8.973884052602333"
"UBE","4208","243941645779","468237000000","22456000000","-5.356572569723767","4.795861924623641"
"森永製菓","2201","243143875905","213368000000","20273000000","9.772447819398792","9.501424768475122"
"相鉄ホールディングス","9003","241781436786.5","270039000000","28965000000","8.159668678680006","10.726228433670693"
"武蔵精密工業","7220","241430738285","349917000000","18374000000","16.058706467661693","5.250959513256"
"京成電鉄","9009","240858425445","296509000000","25241000000","17.504696082238908","8.512726426516565"
"UACJ","5741","240432760175","892781000000","31378000000","-7.280620219444685","3.514635728134895"
"日東紡績","3110","239541126200","93253000000","8387000000","6.539546893029737","8.993812531500327"
"マネックスグループ","8698","239116961700","84973000000","","4.6194949582004625",""
"カネカ","4118","238260000000","762302000000","32579000000","0.8574781595113166","4.273765515504354"
"大阪ソーダ","4046","236578350450","94557000000","10492000000","-9.261285122063569","11.095952705775353"
"オークマ","6103","236286078000","227994000000","25364000000","0.15726862183484513","11.124854162828846"
"テイ・エス テック","7313","233852000000","441713000000","17507000000","7.945503421309866","3.9634332700192205"
"エフピコ","7947","232224892304","222100000000","16429000000","5.118678562131734","7.39711841512832"
"東京製鐵","5423","231355859508","367242000000","38066000000","1.6600921812066645","10.365372152422653"
"平和","6412","230958164840","136381000000","23430000000","-4.152786562653731","17.179812437216327"
"メイコー","6787","229972485600","179458000000","11660000000","7.2825749061431395","6.497341996455995"
"FPG","7148","229735684000","107781000000","28633000000","51.48631744648554","26.56590679247734"
"レンゴー","3941","229638667768.80002","900791000000","48855000000","6.46640979576398","5.423566620892083"
"テレビ朝日ホールディングス","9409","229321777000","307898000000","12337000000","1.0940157469973713","4.006846423166113"
"美津濃","8022","228572889800","229711000000","17279000000","8.331761332553626","7.522060327977329"
"三井海洋開発","6269","228273302000","507031000000","","39.45015443091589",""
"リンテック","7966","226308471740","276321000000","10628000000","-2.9100185170219675","3.846251280213954"
"メイテックグループホールディングス","9744","224562000000","126976000000","17660000000","6.640687332555075","13.90814012096774"
"センコーグループホールディングス","9069","223982527296","778370000000","29906000000","11.788512799301444","3.8421316340557827"
"FUJI","6134","223869647298","127059000000","13421000000","-17.13147150515894","10.562809403505458"
"共立メンテナンス","9616","221748850972","204126000000","16708000000","16.22501850481126","8.185140550444334"
"シチズン時計","7762","220908000000","312830000000","25068000000","3.804012396886165","8.01329795735703"
"SWCC","5805","220412056150","213904000000","12824000000","2.2920841084400223","5.995212805744633"
"住友ファーマ","4506","218845084700","314558000000","-354859000000","-43.378382270351224","-112.8119456507226"
"ノジマ","7419","218493764160","761301000000","30560000000","21.578425407350267","4.014180987546319"
"日本M&Aセンターホールディングス","2127","218333750400","44136000000","16066000000","6.826177234832386","36.401123799166214"
"エクセディ","7278","217942905960","308338000000","-15438000000","7.946743967035317","-5.0068431396714"
"NIPPON EXPRESSホールディングス","9147","217845836512.5","2239017000000","60098000000","-14.533050150663456","2.6841243277741973"
"マネーフォワード","3994","217607380320","40363000000","-4735000000","32.86","-11.73104080469737"
"伊藤ハム米久ホールディングス","2296","217527776635","955580000000","22336000000","3.5654754292378215","2.337428577408485"
"ウシオ電機","6925","217042500000","179420000000","12976000000","2.5110698471646913","7.232192620666593"
"シップヘルスケアホールディングス","3360","216962499600","630988000000","24535000000","10.257651345046611","3.8883465295695"
"アイカ工業","4206","216830850112","236625000000","25286000000","-2.2432918138439675","10.686106708927628"
"ジャストシステム","4686","215153080000","40985000000","17041000000","-2.3003575685339683","41.57862632670489"
"日本化薬","4272","214749246415","201791000000","7337000000","1.7194273616292008","3.6359401559038806"
"イズミ","8273","214314780600","471166000000","31425000000","2.4","6.669623869294473"
"MIXI","2121","214261850100","146868000000","19177000000","","13.057303156575973"
"滋賀銀行","8366","213953026430","122630000000","","6.3674765155392095",""
"兼松","8020","210701253687","985993000000","43870000000","8.183491915804979","4.449321648328132"
"住友倉庫","9303","208737427710","184661000000","13187000000","-17.542911747369928","7.1411938633495975"
"松井証券","8628","208708085110","40207000000","15165000000","29.403623958031602","37.71731290571294"
"因幡電機産業","9934","207114149000","345369000000","21322000000","8.96742988575376","6.173686694520933"
"ミライト・ワン","1417","206713958503.5","518384000000","17830000000","7.10700907255773","3.439535170838606"
"DCMホールディングス","3050","206125500000","488613000000","28685000000","2.47","5.870699305994724"
"椿本チエイン","6371","204800533539","266812000000","21262000000","6.057064720519605","7.968906945714585"
"イオンディライト","9787","204545673280","324820000000","15235000000","6.93","4.690290006772982"
"東海理化電機製作所","6995","204393916899","623558000000","28822000000","12.733853530130673","4.622184303625324"
"王将フードサービス","9936","203568222660","101401000000","10286000000","9.007546601879127","10.143884182601749"
"安藤・間","1719","202743740640","394128000000","18591000000","5.9068215162866125","4.716995493849714"
"エディオン","2730","197801953176","721085000000","16929000000","0.06952693926037057","2.3477121282511773"
"アズワン","7476","197347660230","95536000000","10435000000","4.500261267060651","10.922584156757662"
"山陰合同銀行","8381","197320682304","120176000000","","6.649627716691953",""
"阪和興業","8078","197058439200","2431980000000","49722000000","-8.854115915131686","2.044506944958429"
"科研製薬","4521","195795129260","72044000000","9513000000","-1.29","13.204430625728723"
"東海カーボン","5301","194710750822.4","363946000000","38728000000","6.926265751195018","10.641139070081826"
"吉野家ホールディングス","9861","193434787260","187472000000","7973000000","11.52","4.252901766663822"
"オカムラ","7994","193393602362","298295000000","24036000000","7.6818944822482536","8.057795135687826"
"ダイヘン","6622","193304847050","188571000000","15145000000","1.771836276499286","8.031457647252228"
"東芝テック","6588","193057619000","548135000000","15854000000","7.316056049039972","2.8923531611737987"
"タムロン","7740","192348000000","71426000000","13607000000","12.579399479864435","19.05048581748943"
"スターツコーポレーション","8850","191963618775","233408000000","30498000000","-0.197972386486569","13.06639018371264"
"TKC","9746","191133445270","75219000000","15505000000","4.594312730306612","20.6131429559021"
"第一興商","7458","190639218600","146746000000","18601000000","14.505758606698095","12.675643629127881"
"キッセイ薬品工業","4547","190341174100","75579000000","4017000000","11.98050168165588","5.31496844361529"
"セイコーグループ","8050","190252579295","276807000000","14737000000","6.25825323219604","5.323926056783246"
"北洋銀行","8524","189154524846","133114000000","","5.034166048574178",""
"DTS","9682","188587881300","115727000000","12734000000","9.040628651113707","11.003482333422623"
"明電舎","6508","187801102500","287880000000","12731000000","5.613805956460169","4.422328748089481"
"デンカ","4061","186321487360","389263000000","13376000000","-4.489165985783643","3.4362371969593823"
"能美防災","6744","185539951550","118506000000","11662000000","12.28858125586288","9.840851939986162"
"パイロットコーポレーション","7846","185363235200","118590000000","19003000000","5.086397873283104","16.02411670461253"
"サンエー","2659","185301703276","210190000000","16464000000","6.52","7.832913078643132"
"トクヤマ","4043","185267000390","341990000000","25637000000","-2.7857528639245004","7.496418023918829"
"ダイセキ","9793","185130000000","69216000000","14814000000","18.17","21.40256588072122"
"クリエイトSDホールディングス","3148","185089577340","422330000000","20227000000","10.86","4.789382710202922"
"伊藤忠エネクス","8133","183970860844","963302000000","23587000000","-4.8137483720645236","2.4485571503017747"
"雪印メグミルク","2270","182964297030","605424000000","18460000000","3.6138474913915246","3.0491027775575463"
"五洋建設","1893","182562678753","617708000000","29152000000","22.998928726458857","4.719381973359581"
"フジ","8278","182486460354","771123000000","15110000000","2.08","1.9594798754543699"
"ジャパンマテリアル","6055","182224118160","48592000000","7759000000","4.422386490349453","15.967648995719461"
"三井倉庫ホールディングス","9302","180193886440","260593000000","20754000000","-13.377055937454301","7.964143319275651"
"福山通運","9075","179980936835","287563000000","10448000000","-1.9754020684624294","3.6332907919308113"
"中電工","1941","179646781530","201025000000","11947000000","6.3444284565576226","5.943041910210173"
"ダスキン","4665","178400000000","178782000000","5084000000","4.86116813494904","2.8436867246143347"
"ノーリツ鋼機","7744","177335272800","91552000000","14462000000","24.5351288852615","15.796487242222998"
"レオパレス21","8848","177211559070","422671000000","23313000000","3.9911526415368144","5.515637457975588"
"フジミインコーポレーテッド","5384","175816207500","51423000000","8251000000","-11.937870329143408","16.045349357291485"
"シンフォニアテクノロジー","6507","175755819800","102657000000","10011000000","-5.653076979633852","9.751892223618459"
"アンリツ","6754","175748613339","109952000000","8983000000","-0.8718073549166547","8.169928696158324"
"artience","4634","175733930160","322122000000","13372000000","1.9608960297790219","4.151222207734957"
"稲畑産業","8098","175011217510","766022000000","21190000000","4.1328403251678765","2.766239089738937"
"マックス","6454","174224666290","86638000000","12601000000","2.7539257080506587","14.544426233292551"
"セーレン","3569","173864507740","141915000000","14068000000","7.215708198603849","9.912976077229327"
"さくらインターネット","3778","173846405000","21826000000","884000000","5.833806108743204","4.050215339503345"
"日本証券金融","8511","173536000000","50008000000","9928000000","17.616068488640096","19.852823548232283"
"ライフコーポレーション","8194","172336038000","809709000000","24118000000","5.79","2.9786009541699547"
"三機工業","1961","172249914240","221920000000","11586000000","16.27066251015114","5.220800288392214"
"淀川製鋼所","5451","171921042000","203957000000","12017000000","-7.424403351580025","5.891928200552077"
"平和不動産","8803","171566882340","44433000000","13022000000","-0.19990117245406225","29.307046564490356"
"デジタルガレージ","4819","171194259500","37853000000","","25.882939807116728",""
"ピジョン","7956","170193226914","94461000000","10726000000","-0.4846135207172324","11.35495072040313"
"西日本鉄道","9031","169791117947","411649000000","25877000000","-16.778565551316802","6.286180702491685"
"アリアケジャパン","2815","169620891110","59981000000","8662000000","7.689074615632435","14.441239725913205"
"コメリ","8218","168668420800","370752000000","22081000000","1.380351322380946","5.955733212497842"
"鴻池運輸","9025","167724941690","315029000000","16634000000","1.0226398152898923","5.280148811696701"
"カチタス","8919","167604513840","126718000000","12672000000","4.431313406021047","10.000157830773844"
"ニップン","2001","167106899080","400514000000","20340000000","9.572259079406336","5.078474160703496"
"北海道電力","9509","167088052903.2","953784000000","101155000000","7.302497316830056","10.605650755307282"
"カナデビア","7004","166810546140","555844000000","24323000000","12.817744148474091","4.3758680493087985"
"CKD","6407","166785606744","134425000000","13113000000","-15.698276024257325","9.754881904407663"
"サンゲツ","8130","166766400000","189859000000","19103000000","7.860949199531888","10.061677350033445"
"サカタのタネ","1377","166382538750","88677000000","10495000000","14.77","11.835086888370153"
"東亞合成","4045","165989250000","159371000000","12499000000","-0.9040882947303004","7.8427066404803885"
"北陸電力","9505","165911217827.19998","808238000000","114911000000","-1.1451796169525181","14.217470596532209"
"エフ・シー・シー","7296","164512593750","240283000000","15102000000","9.748834150151424","6.28508883275138"
"日本パーカライジング","4095","164031796188","125085000000","15258000000","4.957332371179007","12.198105288403886"
"十六フィナンシャルグループ","7380","163832258880","128835000000","","14.331987398500232",""
"住友電設","1949","163746864005","185524000000","12548000000","5.941068981269979","6.763545417304499"
"ダイダン","1980","163631135120","197431000000","10877000000","6.16795994859136","5.509266528559345"
"百五銀行","8368","163144398000","119487000000","","16.13759185101668",""
"オープンアップグループ","2154","162912022275","173225000000","14293000000","7.13468448688532","8.251118487516235"
"フューチャー","4722","162534240000","59324000000","13700000000","10.394878856674978","23.093520329040523"
"オーエスジー","6136","162213006553.5","155517000000","18868000000","5.29","12.132435682272677"
"クレハ","4023","161904674844","177973000000","12800000000","-6.955357936395913","7.192102172801492"
"熊谷組","1861","161887994400","443193000000","12649000000","9.836630301708539","2.854061323170718"
"日清オイリオグループ","2602","161332289745","513541000000","20840000000","-7.730274091974891","4.058098574407885"
"パラマウントベッドホールディングス","7817","161180482140","106016000000","13818000000","7.077134401923061","13.033881678237247"
"東和薬品","4553","160472340000","227934000000","17647000000","9.132955726111874","7.742153430378969"
"日本曹達","4041","160067009856","154429000000","13872000000","-10.637054354178844","8.982768780475169"
"アダストリア","2685","159576000000","275596000000","18015000000","13.62","6.536742187840172"
"住友理工","5191","159185493180","615449000000","33977000000","13.759265078279512","5.520684898342511"
"三井ハイテック","6966","158262128650","195881000000","18119000000","12.178793345359779","9.250003828855274"
"松竹","9601","157915919810","85428000000","3584000000","9.23","4.195345788266143"
"東建コーポレーション","1766","157891840000","340835000000","13037000000","7.570167493032969","3.8250179705722713"
"ノエビアホールディングス","4928","157291248915","63823000000","11423000000","2.031909451336489","17.8979364805791"
"マニー","7730","157241315551.5","28513000000","8392000000","16.44","29.432188826149474"
"リコーリース","8566","156528547230","308335000000","21010000000","3.160370572352946","6.814017221528531"
"アスクル","2678","156039890300","471682000000","16953000000","5.59","3.5941587764638037"
"西松屋チェーン","7545","155809448584","177188000000","11926000000","4.520893796748538","6.730704110887871"
"日本マイクロニクス","6871","154697846340","38292000000","5312000000","-13.603032422553639","13.872349315783975"
"トランス・コスモス","9715","154677125820","362201000000","11474000000","-3.110772276168319","3.1678543129367394"
"システナ","2317","154651840000","76940000000","9713000000","3.2391380189463916","12.62412269300754"
"加賀電子","8154","154245182132","542697000000","25845000000","-10.750019734764763","4.76232593878352"
"いちご","2337","154175495628","82747000000","12960000000","21.52","15.662199233809082"
"大気社","1979","154141421310","293556000000","18270000000","36.66925830916276","6.223684748395536"
"三井E&S","7003","152998496028","301875000000","19630000000","15.087247093987429","6.502691511387164"
"ジンズホールディングス","3046","152992400000","82999000000","7836000000","13.29","9.441077603344619"
"アインホールディングス","9627","152447596236","399824000000","20432000000","11.451683939990303","5.110248509344111"
"アイフル","8515","151686102568","163109000000","21064000000","13.150702036739006","12.91406360164062"
"壱番屋","7630","151329240000","55137331000","4715071000","14.18671483643638","8.551503880374623"
"アークス","9948","150581455216","591557000000","16831000000","4.48","2.845203420803067"
"ティーガイア","3738","149100766000","448954000000","8051000000","-1.025123235244834","1.7932794896581832"
"日清紡ホールディングス","3105","148838777723.80002","541211000000","12453000000","4.868577850547879","2.300951015408039"
"グローリー","6457","147728623365","372478000000","51276000000","45.58053912927923","13.7661821637788"
"理研計器","7734","147644640000","45581000000","11476000000","1.2802921252389723","25.177157148812007"
"AZ-COM丸和ホールディングス","9090","147505451880","198554000000","13845000000","11.65445456027983","6.9729141694450885"
"H.U.グループホールディングス","4544","147362879608","236950000000","-4043000000","-9.182547104726567","-1.7062671449672926"
"加藤産業","9869","147350000000","1169834000000","16856000000","6.407456491821378","1.4408881943933927"
"マルハニチロ","1333","146172838930","1030674000000","26534000000","1.001317058256305","2.5744318766166603"
"奥村組","1833","145767902020","288146000000","13708000000","15.52","4.757310530078502"
"紀陽銀行","8370","145502600000","84782000000","","0.39432083269193186",""
"タダノ","6395","144910897245","280266000000","18349000000","36.27571586251162","6.54699464080552"
"サンケン電気","6707","144539727540","235221000000","19539000000","4.363162027978547","8.306656293443188"
"大王製紙","3880","143999012952","671688000000","14367000000","3.9421986249116117","2.1389395076285416"
"Appier Group","4180","142597678998","26418004000","800640000","35.988791453205096","3.030660454135748"
"フジシールインターナショナル","7864","141982216160","196624000000","13309000000","6.840546635150929","6.768756611603874"
"カヤバ","7242","141917877544","442781000000","22417000000","2.684569984114276","5.0627736962516465"
"霞ヶ関キャピタル","3498","141020122100","65685000000","8537000000","76.18","12.996879043921746"
"コロワイド","7616","140175411633","241284000000","7117000000","9.262328487977172","2.9496361134596576"
"岡三証券グループ","8609","139655112092","84509000000","16111000000","26.98381692236029","19.064241678401117"
"東京きらぼしフィナンシャルグループ","7173","139611273825","138331000000","","10.407770709787627",""
"三菱鉛筆","7976","139609560152","74801000000","11851000000","8.411959940287247","15.843371077926765"
"ディップ","2379","139284240000","53782301000","12761342000","8.97","23.727772450643194"
"オリエントコーポレーション","8585","137334213380","229054000000","16118000000","0.5977346690499985","7.036768622246282"
